center,left,right,steering,throttle,brake,speed
IMG/center_2016_12_01_13_46_25_330.jpg,IMG/left_2016_12_01_13_46_25_330.jpg,IMG/right_2016_12_01_13_46_25_330.jpg,0,0.6300968,0,28.21467
IMG/center_2016_12_01_13_46_25_430.jpg,IMG/left_2016_12_01_13_46_25_430.jpg,IMG/right_2016_12_01_13_46_25_430.jpg,0,0.6300968,0,28.69434
IMG/center_2016_12_01_13_46_25_532.jpg,IMG/left_2016_12_01_13_46_25_532.jpg,IMG/right_2016_12_01_13_46_25_532.jpg,0,0.6397042,0,29.17852
IMG/center_2016_12_01_13_46_25_635.jpg,IMG/left_2016_12_01_13_46_25_635.jpg,IMG/right_2016_12_01_13_46_25_635.jpg,0,0.6397042,0,29.65978
IMG/center_2016_12_01_13_46_25_735.jpg,IMG/left_2016_12_01_13_46_25_735.jpg,IMG/right_2016_12_01_13_46_25_735.jpg,0,0.6397042,0,30.09735
IMG/center_2016_12_01_13_46_25_837.jpg,IMG/left_2016_12_01_13_46_25_837.jpg,IMG/right_2016_12_01_13_46_25_837.jpg,-0.05975719,0.6397042,0,30.09824
IMG/center_2016_12_01_13_46_25_940.jpg,IMG/left_2016_12_01_13_46_25_940.jpg,IMG/right_2016_12_01_13_46_25_940.jpg,-0.107229,0.6397042,0,30.09731
IMG/center_2016_12_01_13_46_26_040.jpg,IMG/left_2016_12_01_13_46_26_040.jpg,IMG/right_2016_12_01_13_46_26_040.jpg,-0.1167233,0.6397042,0,30.09769
IMG/center_2016_12_01_13_46_26_141.jpg,IMG/left_2016_12_01_13_46_26_141.jpg,IMG/right_2016_12_01_13_46_26_141.jpg,-0.1167233,0.6397042,0,30.09826
IMG/center_2016_12_01_13_46_26_244.jpg,IMG/left_2016_12_01_13_46_26_244.jpg,IMG/right_2016_12_01_13_46_26_244.jpg,-0.1167233,0.6397042,0,30.09854
IMG/center_2016_12_01_13_46_26_346.jpg,IMG/left_2016_12_01_13_46_26_346.jpg,IMG/right_2016_12_01_13_46_26_346.jpg,-0.1262177,0.6397042,0,30.09835
IMG/center_2016_12_01_13_46_26_449.jpg,IMG/left_2016_12_01_13_46_26_449.jpg,IMG/right_2016_12_01_13_46_26_449.jpg,-0.1262177,0.6397042,0,30.09854
IMG/center_2016_12_01_13_46_26_550.jpg,IMG/left_2016_12_01_13_46_26_550.jpg,IMG/right_2016_12_01_13_46_26_550.jpg,-0.1262177,0.6397042,0,30.09857
IMG/center_2016_12_01_13_46_26_651.jpg,IMG/left_2016_12_01_13_46_26_651.jpg,IMG/right_2016_12_01_13_46_26_651.jpg,-0.1167233,0.3418753,0,30.03999
IMG/center_2016_12_01_13_46_26_753.jpg,IMG/left_2016_12_01_13_46_26_753.jpg,IMG/right_2016_12_01_13_46_26_753.jpg,-0.05026283,0.08247583,0,29.92511
IMG/center_2016_12_01_13_46_26_853.jpg,IMG/left_2016_12_01_13_46_26_853.jpg,IMG/right_2016_12_01_13_46_26_853.jpg,0,0,0,29.64789
IMG/center_2016_12_01_13_46_26_957.jpg,IMG/left_2016_12_01_13_46_26_957.jpg,IMG/right_2016_12_01_13_46_26_957.jpg,0,0,0,29.35004
IMG/center_2016_12_01_13_46_27_057.jpg,IMG/left_2016_12_01_13_46_27_057.jpg,IMG/right_2016_12_01_13_46_27_057.jpg,0,0,0,29.05529
IMG/center_2016_12_01_13_46_27_159.jpg,IMG/left_2016_12_01_13_46_27_159.jpg,IMG/right_2016_12_01_13_46_27_159.jpg,0,0,0,28.76326
IMG/center_2016_12_01_13_46_27_259.jpg,IMG/left_2016_12_01_13_46_27_259.jpg,IMG/right_2016_12_01_13_46_27_259.jpg,0.1478767,0,0,28.46591
IMG/center_2016_12_01_13_46_27_362.jpg,IMG/left_2016_12_01_13_46_27_362.jpg,IMG/right_2016_12_01_13_46_27_362.jpg,0.3009732,0,0,28.11169
IMG/center_2016_12_01_13_46_27_464.jpg,IMG/left_2016_12_01_13_46_27_464.jpg,IMG/right_2016_12_01_13_46_27_464.jpg,0.05219137,0,0,27.80173
IMG/center_2016_12_01_13_46_27_564.jpg,IMG/left_2016_12_01_13_46_27_564.jpg,IMG/right_2016_12_01_13_46_27_564.jpg,0,0,0,27.51353
IMG/center_2016_12_01_13_46_27_664.jpg,IMG/left_2016_12_01_13_46_27_664.jpg,IMG/right_2016_12_01_13_46_27_664.jpg,0,0,0,27.23601
IMG/center_2016_12_01_13_46_27_765.jpg,IMG/left_2016_12_01_13_46_27_765.jpg,IMG/right_2016_12_01_13_46_27_765.jpg,0,0,0,26.96251
IMG/center_2016_12_01_13_46_27_867.jpg,IMG/left_2016_12_01_13_46_27_867.jpg,IMG/right_2016_12_01_13_46_27_867.jpg,0,0,0,26.69203
IMG/center_2016_12_01_13_46_27_971.jpg,IMG/left_2016_12_01_13_46_27_971.jpg,IMG/right_2016_12_01_13_46_27_971.jpg,0,0,0,26.37092
IMG/center_2016_12_01_13_46_28_072.jpg,IMG/left_2016_12_01_13_46_28_072.jpg,IMG/right_2016_12_01_13_46_28_072.jpg,0,0,0,26.10618
IMG/center_2016_12_01_13_46_28_175.jpg,IMG/left_2016_12_01_13_46_28_175.jpg,IMG/right_2016_12_01_13_46_28_175.jpg,0,0,0,25.84406
IMG/center_2016_12_01_13_46_28_277.jpg,IMG/left_2016_12_01_13_46_28_277.jpg,IMG/right_2016_12_01_13_46_28_277.jpg,0,0,0,25.58457
IMG/center_2016_12_01_13_46_28_378.jpg,IMG/left_2016_12_01_13_46_28_378.jpg,IMG/right_2016_12_01_13_46_28_378.jpg,0,0,0.02678302,25.20132
IMG/center_2016_12_01_13_46_28_479.jpg,IMG/left_2016_12_01_13_46_28_479.jpg,IMG/right_2016_12_01_13_46_28_479.jpg,0,0,0.1429723,22.90474
IMG/center_2016_12_01_13_46_28_582.jpg,IMG/left_2016_12_01_13_46_28_582.jpg,IMG/right_2016_12_01_13_46_28_582.jpg,0,0,0.2204319,21.22043
IMG/center_2016_12_01_13_46_28_685.jpg,IMG/left_2016_12_01_13_46_28_685.jpg,IMG/right_2016_12_01_13_46_28_685.jpg,0,0,0.2688441,19.56157
IMG/center_2016_12_01_13_46_28_788.jpg,IMG/left_2016_12_01_13_46_28_788.jpg,IMG/right_2016_12_01_13_46_28_788.jpg,0,0,0.3269387,17.60282
IMG/center_2016_12_01_13_46_28_889.jpg,IMG/left_2016_12_01_13_46_28_889.jpg,IMG/right_2016_12_01_13_46_28_889.jpg,0,0,0.4140807,15.99615
IMG/center_2016_12_01_13_46_28_991.jpg,IMG/left_2016_12_01_13_46_28_991.jpg,IMG/right_2016_12_01_13_46_28_991.jpg,0,0,0.5109052,14.41221
IMG/center_2016_12_01_13_46_29_094.jpg,IMG/left_2016_12_01_13_46_29_094.jpg,IMG/right_2016_12_01_13_46_29_094.jpg,-0.002791043,0,0.6174121,12.85077
IMG/center_2016_12_01_13_46_29_196.jpg,IMG/left_2016_12_01_13_46_29_196.jpg,IMG/right_2016_12_01_13_46_29_196.jpg,-0.2211613,0,0.7723312,11.29627
IMG/center_2016_12_01_13_46_29_297.jpg,IMG/left_2016_12_01_13_46_29_297.jpg,IMG/right_2016_12_01_13_46_29_297.jpg,-0.2971161,0,0.8207434,9.757218
IMG/center_2016_12_01_13_46_29_398.jpg,IMG/left_2016_12_01_13_46_29_398.jpg,IMG/right_2016_12_01_13_46_29_398.jpg,-0.2971161,0,0.8110609,8.243922
IMG/center_2016_12_01_13_46_29_499.jpg,IMG/left_2016_12_01_13_46_29_499.jpg,IMG/right_2016_12_01_13_46_29_499.jpg,0,0,0.3366212,6.759686
IMG/center_2016_12_01_13_46_29_602.jpg,IMG/left_2016_12_01_13_46_29_602.jpg,IMG/right_2016_12_01_13_46_29_602.jpg,0,0,0.3269387,5.304304
IMG/center_2016_12_01_13_46_29_703.jpg,IMG/left_2016_12_01_13_46_29_703.jpg,IMG/right_2016_12_01_13_46_29_703.jpg,0,0,0.375351,4.445642
IMG/center_2016_12_01_13_46_29_803.jpg,IMG/left_2016_12_01_13_46_29_803.jpg,IMG/right_2016_12_01_13_46_29_803.jpg,0,0,0.3947159,4.261212
IMG/center_2016_12_01_13_46_29_905.jpg,IMG/left_2016_12_01_13_46_29_905.jpg,IMG/right_2016_12_01_13_46_29_905.jpg,0,0,0.4140807,4.071533
IMG/center_2016_12_01_13_46_30_006.jpg,IMG/left_2016_12_01_13_46_30_006.jpg,IMG/right_2016_12_01_13_46_30_006.jpg,0,0,0.4140807,3.879291
IMG/center_2016_12_01_13_46_30_106.jpg,IMG/left_2016_12_01_13_46_30_106.jpg,IMG/right_2016_12_01_13_46_30_106.jpg,0,0,0.4334456,3.682131
IMG/center_2016_12_01_13_46_30_208.jpg,IMG/left_2016_12_01_13_46_30_208.jpg,IMG/right_2016_12_01_13_46_30_208.jpg,0,0,0.4334456,3.450767
IMG/center_2016_12_01_13_46_30_309.jpg,IMG/left_2016_12_01_13_46_30_309.jpg,IMG/right_2016_12_01_13_46_30_309.jpg,0,0,0.1913846,3.287956
IMG/center_2016_12_01_13_46_30_410.jpg,IMG/left_2016_12_01_13_46_30_410.jpg,IMG/right_2016_12_01_13_46_30_410.jpg,0,0,0,3.245673
IMG/center_2016_12_01_13_46_30_512.jpg,IMG/left_2016_12_01_13_46_30_512.jpg,IMG/right_2016_12_01_13_46_30_512.jpg,0,0,0,3.213102
IMG/center_2016_12_01_13_46_30_613.jpg,IMG/left_2016_12_01_13_46_30_613.jpg,IMG/right_2016_12_01_13_46_30_613.jpg,0,0,0,3.180859
IMG/center_2016_12_01_13_46_30_715.jpg,IMG/left_2016_12_01_13_46_30_715.jpg,IMG/right_2016_12_01_13_46_30_715.jpg,0,0,0,3.148939
IMG/center_2016_12_01_13_46_30_816.jpg,IMG/left_2016_12_01_13_46_30_816.jpg,IMG/right_2016_12_01_13_46_30_816.jpg,0,0,0,3.11734
IMG/center_2016_12_01_13_46_30_917.jpg,IMG/left_2016_12_01_13_46_30_917.jpg,IMG/right_2016_12_01_13_46_30_917.jpg,0,0,0,3.086057
IMG/center_2016_12_01_13_46_31_019.jpg,IMG/left_2016_12_01_13_46_31_019.jpg,IMG/right_2016_12_01_13_46_31_019.jpg,0,0,0,3.055089
IMG/center_2016_12_01_13_46_31_120.jpg,IMG/left_2016_12_01_13_46_31_120.jpg,IMG/right_2016_12_01_13_46_31_120.jpg,0,0,0,3.024431
IMG/center_2016_12_01_13_46_31_222.jpg,IMG/left_2016_12_01_13_46_31_222.jpg,IMG/right_2016_12_01_13_46_31_222.jpg,0,0,0,2.994082
IMG/center_2016_12_01_13_46_31_323.jpg,IMG/left_2016_12_01_13_46_31_323.jpg,IMG/right_2016_12_01_13_46_31_323.jpg,0,0,0,2.964037
IMG/center_2016_12_01_13_46_31_425.jpg,IMG/left_2016_12_01_13_46_31_425.jpg,IMG/right_2016_12_01_13_46_31_425.jpg,0,0,0,2.934293
IMG/center_2016_12_01_13_46_31_526.jpg,IMG/left_2016_12_01_13_46_31_526.jpg,IMG/right_2016_12_01_13_46_31_526.jpg,0,0,0,2.904847
IMG/center_2016_12_01_13_46_31_628.jpg,IMG/left_2016_12_01_13_46_31_628.jpg,IMG/right_2016_12_01_13_46_31_628.jpg,0,0,0,2.869903
IMG/center_2016_12_01_13_46_31_731.jpg,IMG/left_2016_12_01_13_46_31_731.jpg,IMG/right_2016_12_01_13_46_31_731.jpg,0,0,0,2.841103
IMG/center_2016_12_01_13_46_31_832.jpg,IMG/left_2016_12_01_13_46_31_832.jpg,IMG/right_2016_12_01_13_46_31_832.jpg,0,0,0,2.812592
IMG/center_2016_12_01_13_46_31_934.jpg,IMG/left_2016_12_01_13_46_31_934.jpg,IMG/right_2016_12_01_13_46_31_934.jpg,0,0,0,2.784367
IMG/center_2016_12_01_13_46_32_035.jpg,IMG/left_2016_12_01_13_46_32_035.jpg,IMG/right_2016_12_01_13_46_32_035.jpg,0,0,0,2.756427
IMG/center_2016_12_01_13_46_32_136.jpg,IMG/left_2016_12_01_13_46_32_136.jpg,IMG/right_2016_12_01_13_46_32_136.jpg,0,0,0,2.728766
IMG/center_2016_12_01_13_46_32_236.jpg,IMG/left_2016_12_01_13_46_32_236.jpg,IMG/right_2016_12_01_13_46_32_236.jpg,0,0,0,2.701383
IMG/center_2016_12_01_13_46_32_337.jpg,IMG/left_2016_12_01_13_46_32_337.jpg,IMG/right_2016_12_01_13_46_32_337.jpg,0,0,0,2.674275
IMG/center_2016_12_01_13_46_32_438.jpg,IMG/left_2016_12_01_13_46_32_438.jpg,IMG/right_2016_12_01_13_46_32_438.jpg,0,0,0,2.647422
IMG/center_2016_12_01_13_46_32_547.jpg,IMG/left_2016_12_01_13_46_32_547.jpg,IMG/right_2016_12_01_13_46_32_547.jpg,0,0,0,2.620855
IMG/center_2016_12_01_13_46_32_647.jpg,IMG/left_2016_12_01_13_46_32_647.jpg,IMG/right_2016_12_01_13_46_32_647.jpg,0,0,0,2.594555
IMG/center_2016_12_01_13_46_32_749.jpg,IMG/left_2016_12_01_13_46_32_749.jpg,IMG/right_2016_12_01_13_46_32_749.jpg,0,0,0,2.563343
IMG/center_2016_12_01_13_46_32_851.jpg,IMG/left_2016_12_01_13_46_32_851.jpg,IMG/right_2016_12_01_13_46_32_851.jpg,0,0,0,2.53762
IMG/center_2016_12_01_13_46_32_953.jpg,IMG/left_2016_12_01_13_46_32_953.jpg,IMG/right_2016_12_01_13_46_32_953.jpg,0,0,0,2.512156
IMG/center_2016_12_01_13_46_33_053.jpg,IMG/left_2016_12_01_13_46_33_053.jpg,IMG/right_2016_12_01_13_46_33_053.jpg,0,0,0,2.486947
IMG/center_2016_12_01_13_46_33_154.jpg,IMG/left_2016_12_01_13_46_33_154.jpg,IMG/right_2016_12_01_13_46_33_154.jpg,0,0,0,2.461991
IMG/center_2016_12_01_13_46_33_255.jpg,IMG/left_2016_12_01_13_46_33_255.jpg,IMG/right_2016_12_01_13_46_33_255.jpg,0,0,0,2.437286
IMG/center_2016_12_01_13_46_33_357.jpg,IMG/left_2016_12_01_13_46_33_357.jpg,IMG/right_2016_12_01_13_46_33_357.jpg,0,0,0,2.412828
IMG/center_2016_12_01_13_46_33_458.jpg,IMG/left_2016_12_01_13_46_33_458.jpg,IMG/right_2016_12_01_13_46_33_458.jpg,0,0,0,2.388617
IMG/center_2016_12_01_13_46_33_560.jpg,IMG/left_2016_12_01_13_46_33_560.jpg,IMG/right_2016_12_01_13_46_33_560.jpg,0,0,0,2.364647
IMG/center_2016_12_01_13_46_33_660.jpg,IMG/left_2016_12_01_13_46_33_660.jpg,IMG/right_2016_12_01_13_46_33_660.jpg,0,0,0,2.340919
IMG/center_2016_12_01_13_46_33_762.jpg,IMG/left_2016_12_01_13_46_33_762.jpg,IMG/right_2016_12_01_13_46_33_762.jpg,0,0,0,2.317428
IMG/center_2016_12_01_13_46_33_863.jpg,IMG/left_2016_12_01_13_46_33_863.jpg,IMG/right_2016_12_01_13_46_33_863.jpg,0,0,0,2.294173
IMG/center_2016_12_01_13_46_33_965.jpg,IMG/left_2016_12_01_13_46_33_965.jpg,IMG/right_2016_12_01_13_46_33_965.jpg,0,0,0,2.271152
IMG/center_2016_12_01_13_46_34_065.jpg,IMG/left_2016_12_01_13_46_34_065.jpg,IMG/right_2016_12_01_13_46_34_065.jpg,0,0,0,2.248362
IMG/center_2016_12_01_13_46_34_167.jpg,IMG/left_2016_12_01_13_46_34_167.jpg,IMG/right_2016_12_01_13_46_34_167.jpg,0,0,0,2.2258
IMG/center_2016_12_01_13_46_34_269.jpg,IMG/left_2016_12_01_13_46_34_269.jpg,IMG/right_2016_12_01_13_46_34_269.jpg,0,0,0,2.199024
IMG/center_2016_12_01_13_46_34_370.jpg,IMG/left_2016_12_01_13_46_34_370.jpg,IMG/right_2016_12_01_13_46_34_370.jpg,0,0,0,2.176958
IMG/center_2016_12_01_13_46_34_470.jpg,IMG/left_2016_12_01_13_46_34_470.jpg,IMG/right_2016_12_01_13_46_34_470.jpg,0,0,0,2.155113
IMG/center_2016_12_01_13_46_34_570.jpg,IMG/left_2016_12_01_13_46_34_570.jpg,IMG/right_2016_12_01_13_46_34_570.jpg,0,0,0,2.133487
IMG/center_2016_12_01_13_46_34_672.jpg,IMG/left_2016_12_01_13_46_34_672.jpg,IMG/right_2016_12_01_13_46_34_672.jpg,0,0,0,2.112079
IMG/center_2016_12_01_13_46_34_773.jpg,IMG/left_2016_12_01_13_46_34_773.jpg,IMG/right_2016_12_01_13_46_34_773.jpg,0,0,0,2.090885
IMG/center_2016_12_01_13_46_34_876.jpg,IMG/left_2016_12_01_13_46_34_876.jpg,IMG/right_2016_12_01_13_46_34_876.jpg,0,0,0,2.069904
IMG/center_2016_12_01_13_46_34_978.jpg,IMG/left_2016_12_01_13_46_34_978.jpg,IMG/right_2016_12_01_13_46_34_978.jpg,0,0,0,2.049134
IMG/center_2016_12_01_13_46_35_080.jpg,IMG/left_2016_12_01_13_46_35_080.jpg,IMG/right_2016_12_01_13_46_35_080.jpg,0,0,0,2.028571
IMG/center_2016_12_01_13_46_35_180.jpg,IMG/left_2016_12_01_13_46_35_180.jpg,IMG/right_2016_12_01_13_46_35_180.jpg,0,0,0,2.008202
IMG/center_2016_12_01_13_46_35_282.jpg,IMG/left_2016_12_01_13_46_35_282.jpg,IMG/right_2016_12_01_13_46_35_282.jpg,0,0,0,1.988046
IMG/center_2016_12_01_13_46_35_384.jpg,IMG/left_2016_12_01_13_46_35_384.jpg,IMG/right_2016_12_01_13_46_35_384.jpg,0,0,0,1.968096
IMG/center_2016_12_01_13_46_35_484.jpg,IMG/left_2016_12_01_13_46_35_484.jpg,IMG/right_2016_12_01_13_46_35_484.jpg,0,0,0,1.948347
IMG/center_2016_12_01_13_46_35_584.jpg,IMG/left_2016_12_01_13_46_35_584.jpg,IMG/right_2016_12_01_13_46_35_584.jpg,0,0,0,1.928796
IMG/center_2016_12_01_13_46_35_686.jpg,IMG/left_2016_12_01_13_46_35_686.jpg,IMG/right_2016_12_01_13_46_35_686.jpg,0,0,0,1.909442
IMG/center_2016_12_01_13_46_35_787.jpg,IMG/left_2016_12_01_13_46_35_787.jpg,IMG/right_2016_12_01_13_46_35_787.jpg,0,0,0,1.890281
IMG/center_2016_12_01_13_46_35_888.jpg,IMG/left_2016_12_01_13_46_35_888.jpg,IMG/right_2016_12_01_13_46_35_888.jpg,0,0,0,1.867542
IMG/center_2016_12_01_13_46_35_989.jpg,IMG/left_2016_12_01_13_46_35_989.jpg,IMG/right_2016_12_01_13_46_35_989.jpg,0,0,0,1.848802
IMG/center_2016_12_01_13_46_36_091.jpg,IMG/left_2016_12_01_13_46_36_091.jpg,IMG/right_2016_12_01_13_46_36_091.jpg,0,0,0,1.830251
IMG/center_2016_12_01_13_46_36_163.jpg,IMG/left_2016_12_01_13_46_36_163.jpg,IMG/right_2016_12_01_13_46_36_163.jpg,0,0,0,1.819209
IMG/center_2016_12_01_13_46_36_193.jpg,IMG/left_2016_12_01_13_46_36_193.jpg,IMG/right_2016_12_01_13_46_36_193.jpg,0,0,0,1.811885
IMG/center_2016_12_01_13_46_36_265.jpg,IMG/left_2016_12_01_13_46_36_265.jpg,IMG/right_2016_12_01_13_46_36_265.jpg,0,0,0,1.800955
IMG/center_2016_12_01_13_46_36_294.jpg,IMG/left_2016_12_01_13_46_36_294.jpg,IMG/right_2016_12_01_13_46_36_294.jpg,0,0,0,1.793704
IMG/center_2016_12_01_13_46_36_366.jpg,IMG/left_2016_12_01_13_46_36_366.jpg,IMG/right_2016_12_01_13_46_36_366.jpg,0,0,0,1.782884
IMG/center_2016_12_01_13_46_36_396.jpg,IMG/left_2016_12_01_13_46_36_396.jpg,IMG/right_2016_12_01_13_46_36_396.jpg,0,0,0,1.775706
IMG/center_2016_12_01_13_46_36_468.jpg,IMG/left_2016_12_01_13_46_36_468.jpg,IMG/right_2016_12_01_13_46_36_468.jpg,0,0,0,1.761437
IMG/center_2016_12_01_13_46_36_496.jpg,IMG/left_2016_12_01_13_46_36_496.jpg,IMG/right_2016_12_01_13_46_36_496.jpg,0,0,0,1.757888
IMG/center_2016_12_01_13_46_36_569.jpg,IMG/left_2016_12_01_13_46_36_569.jpg,IMG/right_2016_12_01_13_46_36_569.jpg,0,0,0,1.743762
IMG/center_2016_12_01_13_46_36_598.jpg,IMG/left_2016_12_01_13_46_36_598.jpg,IMG/right_2016_12_01_13_46_36_598.jpg,0,0,0,1.740248
IMG/center_2016_12_01_13_46_36_671.jpg,IMG/left_2016_12_01_13_46_36_671.jpg,IMG/right_2016_12_01_13_46_36_671.jpg,0,0,0,1.726264
IMG/center_2016_12_01_13_46_36_700.jpg,IMG/left_2016_12_01_13_46_36_700.jpg,IMG/right_2016_12_01_13_46_36_700.jpg,0,0,0,1.722786
IMG/center_2016_12_01_13_46_36_771.jpg,IMG/left_2016_12_01_13_46_36_771.jpg,IMG/right_2016_12_01_13_46_36_771.jpg,0,0,0,1.708942
IMG/center_2016_12_01_13_46_36_803.jpg,IMG/left_2016_12_01_13_46_36_803.jpg,IMG/right_2016_12_01_13_46_36_803.jpg,0,0,0,1.705499
IMG/center_2016_12_01_13_46_36_872.jpg,IMG/left_2016_12_01_13_46_36_872.jpg,IMG/right_2016_12_01_13_46_36_872.jpg,0,0,0,1.691794
IMG/center_2016_12_01_13_46_36_904.jpg,IMG/left_2016_12_01_13_46_36_904.jpg,IMG/right_2016_12_01_13_46_36_904.jpg,0,0,0,1.688385
IMG/center_2016_12_01_13_46_36_972.jpg,IMG/left_2016_12_01_13_46_36_972.jpg,IMG/right_2016_12_01_13_46_36_972.jpg,0,0,0,1.674818
IMG/center_2016_12_01_13_46_37_006.jpg,IMG/left_2016_12_01_13_46_37_006.jpg,IMG/right_2016_12_01_13_46_37_006.jpg,0,0,0,1.671444
IMG/center_2016_12_01_13_46_37_074.jpg,IMG/left_2016_12_01_13_46_37_074.jpg,IMG/right_2016_12_01_13_46_37_074.jpg,0,0,0,1.658013
IMG/center_2016_12_01_13_46_37_107.jpg,IMG/left_2016_12_01_13_46_37_107.jpg,IMG/right_2016_12_01_13_46_37_107.jpg,0,0,0,1.654672
IMG/center_2016_12_01_13_46_37_176.jpg,IMG/left_2016_12_01_13_46_37_176.jpg,IMG/right_2016_12_01_13_46_37_176.jpg,0,0,0,1.641376
IMG/center_2016_12_01_13_46_37_207.jpg,IMG/left_2016_12_01_13_46_37_207.jpg,IMG/right_2016_12_01_13_46_37_207.jpg,0,0,0,1.638069
IMG/center_2016_12_01_13_46_37_277.jpg,IMG/left_2016_12_01_13_46_37_277.jpg,IMG/right_2016_12_01_13_46_37_277.jpg,0,0,0,1.624906
IMG/center_2016_12_01_13_46_37_310.jpg,IMG/left_2016_12_01_13_46_37_310.jpg,IMG/right_2016_12_01_13_46_37_310.jpg,0,0,0,1.618364
IMG/center_2016_12_01_13_46_37_379.jpg,IMG/left_2016_12_01_13_46_37_379.jpg,IMG/right_2016_12_01_13_46_37_379.jpg,0,0,0,1.608601
IMG/center_2016_12_01_13_46_37_410.jpg,IMG/left_2016_12_01_13_46_37_410.jpg,IMG/right_2016_12_01_13_46_37_410.jpg,0,0,0,1.602125
IMG/center_2016_12_01_13_46_37_480.jpg,IMG/left_2016_12_01_13_46_37_480.jpg,IMG/right_2016_12_01_13_46_37_480.jpg,0,0,0,1.59246
IMG/center_2016_12_01_13_46_37_511.jpg,IMG/left_2016_12_01_13_46_37_511.jpg,IMG/right_2016_12_01_13_46_37_511.jpg,0,0,0,1.586049
IMG/center_2016_12_01_13_46_37_581.jpg,IMG/left_2016_12_01_13_46_37_581.jpg,IMG/right_2016_12_01_13_46_37_581.jpg,0,0,0,1.576481
IMG/center_2016_12_01_13_46_37_613.jpg,IMG/left_2016_12_01_13_46_37_613.jpg,IMG/right_2016_12_01_13_46_37_613.jpg,0,0,0,1.570135
IMG/center_2016_12_01_13_46_37_682.jpg,IMG/left_2016_12_01_13_46_37_682.jpg,IMG/right_2016_12_01_13_46_37_682.jpg,0,0,0,1.560663
IMG/center_2016_12_01_13_46_37_714.jpg,IMG/left_2016_12_01_13_46_37_714.jpg,IMG/right_2016_12_01_13_46_37_714.jpg,0,0,0,1.55438
IMG/center_2016_12_01_13_46_37_784.jpg,IMG/left_2016_12_01_13_46_37_784.jpg,IMG/right_2016_12_01_13_46_37_784.jpg,0,0,0,1.545003
IMG/center_2016_12_01_13_46_37_815.jpg,IMG/left_2016_12_01_13_46_37_815.jpg,IMG/right_2016_12_01_13_46_37_815.jpg,0,0,0,1.538783
IMG/center_2016_12_01_13_46_37_887.jpg,IMG/left_2016_12_01_13_46_37_887.jpg,IMG/right_2016_12_01_13_46_37_887.jpg,0,0,0,1.5295
IMG/center_2016_12_01_13_46_37_916.jpg,IMG/left_2016_12_01_13_46_37_916.jpg,IMG/right_2016_12_01_13_46_37_916.jpg,0,0,0,1.523343
IMG/center_2016_12_01_13_46_37_989.jpg,IMG/left_2016_12_01_13_46_37_989.jpg,IMG/right_2016_12_01_13_46_37_989.jpg,0,0,0,1.511102
IMG/center_2016_12_01_13_46_38_033.jpg,IMG/left_2016_12_01_13_46_38_033.jpg,IMG/right_2016_12_01_13_46_38_033.jpg,0,0,0,1.505018
IMG/center_2016_12_01_13_46_38_090.jpg,IMG/left_2016_12_01_13_46_38_090.jpg,IMG/right_2016_12_01_13_46_38_090.jpg,0,0,0,1.495939
IMG/center_2016_12_01_13_46_38_135.jpg,IMG/left_2016_12_01_13_46_38_135.jpg,IMG/right_2016_12_01_13_46_38_135.jpg,0,0,0,1.489917
IMG/center_2016_12_01_13_46_38_191.jpg,IMG/left_2016_12_01_13_46_38_191.jpg,IMG/right_2016_12_01_13_46_38_191.jpg,0,0,0,1.480929
IMG/center_2016_12_01_13_46_38_237.jpg,IMG/left_2016_12_01_13_46_38_237.jpg,IMG/right_2016_12_01_13_46_38_237.jpg,0,0,0,1.474967
IMG/center_2016_12_01_13_46_38_294.jpg,IMG/left_2016_12_01_13_46_38_294.jpg,IMG/right_2016_12_01_13_46_38_294.jpg,0,0,0,1.466069
IMG/center_2016_12_01_13_46_38_339.jpg,IMG/left_2016_12_01_13_46_38_339.jpg,IMG/right_2016_12_01_13_46_38_339.jpg,0,0,0,1.460167
IMG/center_2016_12_01_13_46_38_395.jpg,IMG/left_2016_12_01_13_46_38_395.jpg,IMG/right_2016_12_01_13_46_38_395.jpg,0,0,0,1.451358
IMG/center_2016_12_01_13_46_38_440.jpg,IMG/left_2016_12_01_13_46_38_440.jpg,IMG/right_2016_12_01_13_46_38_440.jpg,0,0,0,1.445515
IMG/center_2016_12_01_13_46_38_497.jpg,IMG/left_2016_12_01_13_46_38_497.jpg,IMG/right_2016_12_01_13_46_38_497.jpg,0,0,0,1.436795
IMG/center_2016_12_01_13_46_38_543.jpg,IMG/left_2016_12_01_13_46_38_543.jpg,IMG/right_2016_12_01_13_46_38_543.jpg,0,0,0,1.43101
IMG/center_2016_12_01_13_46_38_599.jpg,IMG/left_2016_12_01_13_46_38_599.jpg,IMG/right_2016_12_01_13_46_38_599.jpg,0,0,0,1.422377
IMG/center_2016_12_01_13_46_38_644.jpg,IMG/left_2016_12_01_13_46_38_644.jpg,IMG/right_2016_12_01_13_46_38_644.jpg,0,0,0,1.416651
IMG/center_2016_12_01_13_46_38_700.jpg,IMG/left_2016_12_01_13_46_38_700.jpg,IMG/right_2016_12_01_13_46_38_700.jpg,0,0,0,1.408105
IMG/center_2016_12_01_13_46_38_745.jpg,IMG/left_2016_12_01_13_46_38_745.jpg,IMG/right_2016_12_01_13_46_38_745.jpg,0,0,0,1.402436
IMG/center_2016_12_01_13_46_38_802.jpg,IMG/left_2016_12_01_13_46_38_802.jpg,IMG/right_2016_12_01_13_46_38_802.jpg,0,0,0,1.393976
